# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: http://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: http://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Required | The current condition of the item. | Supported values: new; used,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Required | The URL for the main image of your item. Images must be in a supported format (JPG/GIF/PNG) and at least 500 x 500 pixels.,# Required | The brand name of the item. Character limit: 100.,# Optional | The Google product category for the item. Learn more about product categories: http://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: http://www.facebook.com/business/help/526764014610932.,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: http://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Optional | The gender of a person that the item is targeted towards. | Supported values: female; male; unisex,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The age group that the item is targeted towards. | Supported values: adult; all ages; infant; kids; newborn; teen; toddler,# Optional | The material the item is made from; such as cotton; denim or leather. Character limit: 200.,# Optional | The pattern or graphic print on the item. Character limit: 100.,"# Optional | Shipping details for the item. Format as Country:Region:Service:Price. Include the 3-letter ISO 4217 currency code in the price. Enter the price as 0.0 to use the free shipping overlay in your ads. Use a semi-colon ';' or a comma "";"" to separate multiple shipping details for different regions or countries. Only people in the specified region or country will see shipping details for that region or country. You can leave out the region (keep the double '::') if your shipping details are the same for an entire country.",# Optional | The shipping weight of the item. Include the unit of measurement (lb/oz/g/kg).,# Optional | The URL for a video of your product. Link should be a videos file on a file hosting website; not a video player. Videos must be in a supported format (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob or .wmv).,# Optional | The URL for a video of your product. Link should be a videos file on a file hosting website; not a video player. Videos must be in a supported format (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob or .wmv).,# Optional | The item’s Global Trade Item Number (GTIN). Recommended to help classify the item. May appear on the barcode; packaging or book cover. Only provide GTIN if you’re sure it’s correct. GTIN types include UPC (12 digits); EAN (13 digits); JAN (8 or 13 digits); ISBN (13 digits) or ITF-14 (14 digits),# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Describe the fashion style of this item.
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
-1,Blue Facebook T-Shirt (Unisex),A vibrant blue crewneck T-shirt for all shapes and sizes. Made from 100% cotton.,in stock,new,10.00 USD,http://www.facebook.com/facebook_t_shirt,http://www.facebook.com/t_shirt_image_001.jpg,Facebook,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,75,10.00 USD,2020-04-30T09:30-08:00/2020-05-30T23:59-08:00,,unisex,royal blue,M,adult,cotton,stripes,US:CA:Ground:9.99 USD;US:NY:Air:15.99 USD,10 kg,http://www.facebook.com/a0.mp4,Gym,8806088573892,some_string,other,Bodycon
1,Accounting Portfolio Website,"Show your glow—neon pro, ready to go! Elevate your online presence with this cutting-edge personal portfolio website template, expertly crafted for professionals eager to shine. Show off your expertise, experience, and standout projects through a sleek, modern layout infused with bold neon highlights and vibrant color options. Fully customizable sections allow you to tailor every detail to reflect your unique style, while responsive design ensures flawless performance on every device. Perfect for freelancers, creatives, or anyone ready to make an unforgettable impression. Includes multiple layout choices, integrated contact forms, and easy-to-edit files for seamless setup.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-accounting,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/accountingGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:00,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/accountingGrad.mov,portfolio website,,,,
2,Anthropology Portfolio Website,"This anthropology resume and portfolio website is designed to make your skills visible, concrete, and credible. It gives you space to present fieldwork, research methods, writing samples, and real-world applications—not just a list of courses. Employers can see how you gather evidence, analyze behavior, and translate cultural insight into practical decisions. The layout emphasizes clarity, ethical research practices, and thoughtful interpretation, helping non-anthropologists quickly grasp your value. From museums and NGOs to UX research, policy, and business roles, the site reframes anthropology as an applied, problem-solving discipline. Instead of explaining your major in interviews, your website does it for you. This is how you turn deep human understanding into a competitive advantage.

",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-anthropology,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/anthroplogyGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:00,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/anthropologyGrad.mov,portfolio website,,,,
3,Art Portfolio Website,"A sleek, customizable art portfolio that showcases your work beautifully on any device.
Present your art with a clean, modern website designed to let visuals take center stage. Curate galleries by series or medium, highlight featured pieces with captions and pricing, and tell your story with an artist bio, CV, and exhibition history. Built for speed and responsiveness, it looks stunning on phones and desktops alike. Easy editing lets you update images, colors, and layouts in minutes, while integrated contact and inquiry forms make commissions and sales simple. Perfect for painters, illustrators, photographers, and mixed‑media artists who want a professional, gallery‑ready online presence.


",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-art,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/artGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:01,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/artGrad.mov,portfolio website,,,,
4,Biology Portfolio Website,"This resume and portfolio website is built for biology graduates who want employers to see more than a list of classes. It gives you a clear, professional space to showcase lab experience, fieldwork, research projects, and scientific writing in context. Instead of vague bullet points, you can demonstrate how you collect data, follow protocols, analyze results, and communicate findings. The layout emphasizes precision, documentation, and evidence—qualities hiring managers look for in research, healthcare, environmental, and biotech roles. Whether you’re applying to labs, conservation organizations, or science-adjacent positions, the site helps translate academic training into real-world capability. It makes your work easy to review, easy to trust, and easy to remember. This is how you turn scientific training into hiring confidence.


",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-biology,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/biologyGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:02,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/biologyGrad.mov,portfolio website,,,,
5,Biology Portfolio Website,"This resume and portfolio website is built for biology graduates who want employers to see more than a list of classes. It gives you a clear, professional space to showcase lab experience, fieldwork, research projects, and scientific writing in context. Instead of vague bullet points, you can demonstrate how you collect data, follow protocols, analyze results, and communicate findings. The layout emphasizes precision, documentation, and evidence—qualities hiring managers look for in research, healthcare, environmental, and biotech roles. Whether you’re applying to labs, conservation organizations, or science-adjacent positions, the site helps translate academic training into real-world capability. It makes your work easy to review, easy to trust, and easy to remember. This is how you turn scientific training into hiring confidence.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-biology_B.png,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/biologyGrad_B.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:03,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/biologyGrad_B.mov,portfolio website,,,,
7,Chemistry Portfolio Website,"Results You Can See.  Measured. Documented. Your chemistry degree represents real, measurable skill—but most resumes fail to show it. This professionally designed portfolio website helps you translate lab work, experiments, and data analysis into clear, employer-ready proof. Showcase projects the way hiring managers think: methods, results, and conclusions, not vague bullet points. The layout is built to highlight precision, documentation, and analytical rigor—qualities labs actually hire for. Whether you’re targeting QC, analytical, environmental, or research roles, this site makes your work legible and credible at a glance. Stop hoping your resume is enough—show the science.

",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-chemistry,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/chemistryGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:05,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/chemistryGrad.mov,portfolio website,,,,
8,Civil Engineering Portfolio Website,"Building Communities Through Smart Engineering.  Elevate your online presence with this premium personal portfolio website template, expertly crafted for students and professionals alike. Boasting a modern, clean design, this template is ideal for showcasing your credentials, skills, projects, and resume, ensuring you stand out in today's competitive landscape. Perfect for civil engineering students and anyone striving to make a lasting impression. Fully customizable with multiple color schemes and adaptive layouts to suit your style and needs. Fast-loading and responsive, it looks great on any device, making your portfolio accessible anywhere.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-civil-engineering,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/civil-engineeringGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:06,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/civil-engineeringGrad.mov,portfolio website,,,,
9,Early Childhood Education Portfolio Website,"This resume and portfolio website is designed for early childhood education majors who want employers to see both heart and professionalism. It gives you space to showcase lesson plans, classroom experience, child development knowledge, and your approach to creating safe, engaging learning environments. Instead of relying on generic resumes, you can demonstrate how you support social-emotional growth, early literacy, and positive behavior in real classrooms. The layout emphasizes clarity, warmth, and trust—qualities families and schools value deeply. Whether you’re applying for preschool, early elementary, or childcare roles, the site helps communicate your readiness and care at a glance. It turns your passion for nurturing young learners into a clear, credible professional presence.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-early-childhood-education,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/early-childhood-educationGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:07,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/early-childhood-educationGrad.mov,portfolio website,,,,
10,Electrical Engineering Portfolio Website,"Show Employers the Whole Circuit. Your electronic engineering skills are practical, technical, and hands-on—but most resumes fail to show what you’ve actually built. This professionally designed portfolio website lets you present circuits, prototypes, schematics, and test results in a way employers immediately understand. Showcase projects from breadboard to PCB, including design decisions, validation steps, and outcomes. The layout emphasizes build quality, troubleshooting ability, and real-world execution—not just coursework or tool lists. Whether you’re targeting embedded systems, hardware design, manufacturing, or test engineering roles, this site turns your work into credible proof. Don’t just claim experience—show it working.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-electrical-engineering,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/electrical-engineeringGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:08,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/electrical-engineeringGrad.mov,portfolio website,,,,
11,Electrical Engineering Portfolio Website," Working Hardware Speaks. Elevate your online presence with this modern and fully customizable personal portfolio website template—designed to beautifully showcase your skills, projects, and resume. Perfect for students and professionals seeking new opportunities, this template features a clean layout with multiple color options, optimized for all devices. Effortlessly tailor the sections to match your personal style, and present your achievements in a visually striking way. Whether you want to impress potential employers or clients, this template provides the ideal platform to set yourself apart.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-electrical-engineering_B,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/electrical-engineeringGrad_B.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:09,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/electrical-engineeringGrad_B.mov,portfolio website,,,,
12,Finance Portfolio Website,"A sharp, trustworthy finance portfolio that turns numbers into opportunities. Showcase credentials, certifications, and core competencies with clean, investor‑ready formatting. Highlight case studies, models, and projects—each with outcomes and impact metrics. Fast, responsive pages make your profile accessible anywhere. Easy editing keeps data current and polished. Built‑in contact and inquiry flows streamline interviews and deals.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-finance,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/financeGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:10,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/financeGrad.mov,portfolio website,,,,
13,History Portfolio Website,"You Studied the Past. Now Shape Your Future. A refined, story‑driven history portfolio that brings research to life.
Showcase theses, papers, and archival projects with clean, scholarly formatting.
Organize by era, region, or theme for effortless discovery.
Feature abstracts, citations, and downloadable samples to highlight rigor.
Responsive, fast pages look great on any device.
Built‑in contact and inquiry forms support collaborations and opportunities.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-history,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/historyGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:11,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/historyGrad.mov,portfolio website,,,,
14,Linguistics Portfolio Website,"Your expertise in phonetics, syntax, translation, and language analysis deserves more than a traditional resume. This professionally designed portfolio website showcases your research projects, fieldwork, linguistic analyses, and translation samples in a visually engaging format that makes your skills immediately clear to potential employers. Highlight your thesis work, demonstrate your proficiency in multiple languages, and present complex linguistic concepts with clarity and style. Perfect for graduates seeking positions in academia, translation services, speech pathology, computational linguistics, or language technology companies. With sections for research highlights, language proficiencies, published work, and project portfolios, you'll stand out in a competitive job market. Build a website that speaks volumes about your ability to analyze, communicate, and bridge linguistic barriers.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-lingusitics,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/linguisticsGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:12,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/linguisticsGrad.mov,portfolio website,,,,
15,Physics Portfolio Website,"Your research in physics deserves more than a traditional resume filled with course listings. This professionally designed portfolio website showcases your laboratory experiments, research projects, computational models, and scientific findings in a visually engaging format that brings your technical expertise to life. Present your thesis work with clear data visualizations, demonstrate your proficiency in programming languages like Python and MATLAB, and highlight your contributions to research publications or collaborative projects. Perfect for graduates pursuing careers in research labs, engineering firms, data science, aerospace, renewable energy, or academic positions. With sections for experimental results, computational simulations, published papers, and technical skills, you'll stand out to employers looking for analytical minds who can solve complex problems. Build a portfolio that proves you don't just understand the laws of physics—you apply them to real-world challenges.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-physics,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/physicsGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:13,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/physicsGrad.mov,portfolio website,,,,
16,Psychology Portfolio Website,"Standout psychology portfolio—clear, credible, and instantly professional.

This professionally designed portfolio website showcases your case studies, research findings, therapeutic approaches, and field placements in a format that demonstrates your understanding of human behavior and mental health. Present your honors thesis with compelling data visualizations, highlight your volunteer work at counseling centers, and prove your ability to apply psychological theory to real-world situations. Perfect for graduates pursuing careers in clinical psychology, counseling, social work, research, human resources, or graduate programs in mental health fields. With sections for research highlights, clinical experience, theoretical orientations, and professional development, you'll stand out to employers and admissions committees looking for candidates who can translate psychological knowledge into meaningful impact. Build a portfolio that proves how well you really understand psychology.
",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-psychology,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/psychologyGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:14,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/psychologyGrad.mov,portfolio website,,,,
17,Spanish Portfolio Website,"Turn language into opportunity!  Your Spanish degree represents fluency, cultural intelligence, and communication skill—but most resumes fail to show how that translates to real-world impact. This professionally designed portfolio website helps you present bilingual abilities, writing samples, projects, and experiences in a way employers immediately understand. Showcase language proficiency through examples, context, and outcomes—not just a line that says “Spanish: fluent.” The layout highlights clarity, credibility, and cross-cultural competence across education, business, healthcare, or international roles. Whether you’re pursuing teaching, translation, customer-facing, or global work, this site makes your skills visible and credible. Stop listing languages—show what you can do with them.





",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-spanish,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/spanishGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:15,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/spanishGrad.mov,,,,,
18,Spanish Portfolio Website,"Turn language into opportunity!  Your Spanish degree represents fluency, cultural intelligence, and communication skill—but most resumes fail to show how that translates to real-world impact. This professionally designed portfolio website helps you present bilingual abilities, writing samples, projects, and experiences in a way employers immediately understand. Showcase language proficiency through examples, context, and outcomes—not just a line that says “Spanish: fluent.” The layout highlights clarity, credibility, and cross-cultural competence across education, business, healthcare, or international roles. Whether you’re pursuing teaching, translation, customer-facing, or global work, this site makes your skills visible and credible. Stop listing languages—show what you can do with them.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-spanish_B,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/spanishGrad_B.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:16,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/spanishGrad_B.mov,,,,,
19,Statistics Portfolio Website,"Translate insight into impact! Your statistics training equips you to uncover signal, test assumptions, and defend conclusions—but most resumes hide that rigor. This professionally designed portfolio website translates models, analyses, and results into clear, employer-ready narratives. Showcase projects with assumptions, methods, and interpretation so hiring managers can quickly trust your work. The layout emphasizes clarity, reproducibility, and reasoning, not buzzwords or dashboards for their own sake. Whether you’re targeting data science, analytics, biostatistics, or research roles, this site helps your insight stand out at a glance. Stop listing tools—show your thinking.",in stock,new,47 USD,http://irenes-ventures.shop/portfolio-website-statistics,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/statisticsGrad.png,Webworks,Software > Digital Goods & Currency > Document Templates,electronics > software,,19 USD,2025-12-27T00:00-07:00/2026-01-31T23:59-07:17,,,,,,,,,,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/videos/statisticsGrad.mov,,,,,
999,Blank DFY (Shared),"We'll create a new site for you from the ground up. Tell us your major, pick a theme including colors (if you want), and tell us about your background. We'll build a new site for you in a matter of days that touts your strengths, training, and experience. You'll be impressed, and your future employer will too. Plus, we'll tell you how to get FREE quality hosting!",in stock,new,57 USD,http://irenes-ventures.shop/blank-template-shared,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/blank.png,Webworks,,,1,25 USD,,,,,,,,,,,,,,,,
1000,Basic Done-For-You Website Editing Service,"We'll create a new site for you from the ground up. Tell us your major, pick a theme including colors (if you want), and tell us about your background. We'll build a new site for you in a matter of days that touts your strengths, training, and experience. You'll be impressed, and your future employer will too. Plus, we'll tell you how to get FREE quality hosting!",in stock,new,40 USD,http://irenes-ventures.shop/portfolio-website-basic-editing,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/Basic_Done-For-You_Editing_Service.png,Webworks,,,1,20 USD,,,,,,,,,,,,,,,,
1001,Advanced Done-For-You Editing Service,,in stock,new,90 USD,http://irenes-ventures.shop/portfolio-website-advanced-editing,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/Advanced_Done-For-You_Editing_Service.png,Webworks,,,1,45 USD,,,,,,,,,,,,,,,,
1002,Done-for-you Website Hosting,The posted price gives you the exclusive right to use the resulting website template pattern.,in stock,new,50 USD,http://irenes-ventures.shop/done-for-you-website-hosting,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/Done-For-You_WebHostingSetup.png,Webworks,,,1,25 USD,,,,,,,,,,,,,,,,
1003,Bring-Your-Own Template,,in stock,new,95 USD,http://irenes-ventures.shop/portfolio-website-personalization-service,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/bring-your-own-AI-template_Service.png,Webworks,,,1,67 USD,,,,,,,,,,,,,,,,
1004,Blank DFY (Private),,in stock,new,150 USD,http://irenes-ventures.shop/portfolio-website-blank-private,http://irenelangkilde.github.io/Webworks/collegeGrads/assets/images/done-for-you_FromBlank.png,Webworks,,,1,85 USD,,,,,,,,,,,,,,,,